X,Y,Z
592174.6887466703,6233798.575830741,733.7045372616528
595371.9753461299,6234181.885736337,540.458031463549
592419.6866698898,6233831.474626346,730.9987325663348
591073.281414344,6233668.615880798,745.922018545076
592172.8792913487,6233813.457245237,734.1818421398195
595367.8924073991,6234214.963225652,541.1994177157928
595618.092134024,6234240.822148765,399.50097508947897
592418.849304643,6233838.475933913,733.6671389351461
592170.9882783791,6233829.001836343,740.8061112666841
595366.2850576207,6234228.410647608,543.7452748108606
595617.490352066,6234245.70472943,399.56001973129514
594270.8152702543,6234092.617907362,381.1486103175956
592168.5648145253,6233849.434654674,746.6084261094518
595363.1959371209,6234252.937930973,542.3147639437462
595612.8115459068,6234282.799635693,399.48417002425936
594269.2327395309,6234105.277914241,377.2452196825725
592166.3905851215,6233867.09820944,750.8136763952331
595362.591545034,6234257.834058186,542.0760054832846
595610.715319856,6234298.8936647475,397.3672838620959
592411.0810796956,6233902.44066429,745.8563268164337
594266.2734733569,6234129.932446584,380.41086000154746
592544.74092128,6233917.132092669,707.2037610013404
592162.6959302915,6233897.398813752,754.5713701924161
595609.2889542261,6234310.104345742,396.31145795709824
592409.3308205078,6233917.318953298,751.0397382252229
591062.4439704693,6233758.007739457,767.8182993698574
594264.3733712926,6234145.474482602,381.26390361113744
592160.72066342,6233914.286445819,760.1763813024708
592407.0732478857,6233935.864328679,754.642302935656
591059.6508654521,6233781.221849801,785.2517076294621
594262.3513229581,6234161.695708724,381.7574049183309
592540.5507975579,6233953.229920588,720.7547854240836
592159.0671179097,6233927.622902854,762.0979797308722
595352.9740145482,6234335.989369626,547.9894746289445
592403.0994792145,6233967.851192021,754.2257023969257
591058.301260651,6233792.43760159,793.1541661186405
594259.2600871036,6234186.446670764,382.36706385839847
592537.9746515052,6233975.222807294,725.8489732427388
592155.9951737071,6233952.262587572,761.3981249918846
595352.7530619967,6234337.437205423,547.1627424670697
592402.2647409976,6233974.955104192,754.7568215843415
594256.9919776795,6234204.878065777,384.20622193584217
592533.942568245,6234009.427909985,726.0417007007924
592154.1120425578,6233967.587628375,768.458158800353
595350.1051408305,6234358.977225008,546.4851108935542
592397.677793554,6234011.8194352,757.6381744978387
594254.9603702917,6234221.095952549,384.3892361972668
592532.5069089863,6234021.415325221,724.62255891614
592151.3353433274,6233990.02512864,773.7574644981152
595347.6830241862,6234378.515988949,547.2568393738948
594252.2777999948,6234241.631116699,384.6116793552652
592531.3568371707,6234031.4124836745,726.4264842355566
592148.4653198654,6234013.896196344,783.5698572831218
595344.6404736747,6234403.72143635,545.0736439929749
594249.7311257846,6234261.285822965,384.7271016999137
592528.9905793535,6234052.068851934,729.2299887964259
592146.5206196602,6234029.32413498,784.1132773166871
592392.2060693712,6234055.572551826,757.1766703206088
594246.6614306394,6234285.259103328,384.83491397986876
592526.5361489528,6234073.395883335,731.7763792607384
592144.1911080632,6234048.321302668,786.3425882493748
592387.7051942308,6234091.877960875,762.4179535881934
592522.6140914165,6234108.82532945,734.1356682958217
592141.6233324473,6234069.41659955,794.8036370417893
595337.8876213265,6234459.243596669,556.0923561129306
593044.5444590088,6234186.859196212,738.7425011028146
592387.5539215639,6234093.213488499,762.1243609675395
592521.6269025543,6234117.266780208,732.9887822827952
592139.5872440316,6234086.294573999,799.235778329609
595333.9362149073,6234491.788302384,560.8134711589717
592520.0815737773,6234131.376707611,734.2629248003211
592137.157348089,6234106.83483657,804.0165227597877
592381.4166532597,6234141.957286089,768.0962098346542
592518.0042179464,6234149.820303686,737.1308129649788
592134.9678913046,6234125.16715765,809.7716145184097
595329.4473613232,6234528.755177827,562.7033093700785
592379.9790558079,6234153.8361915145,771.2121547579735
591032.7232390643,6233994.636410742,705.9999231846908
594233.1242534724,6234398.534673693,447.61189642811246
592515.3976394957,6234173.028258162,739.9334338933661
592131.8541095759,6234151.375275831,817.8621103178809
592377.5838414803,6234172.601741106,774.5578620687161
594232.8933067122,6234400.64958494,446.01447480499036
592513.165223273,6234192.683809179,745.2124615705541
592130.0465975746,6234166.254302872,822.1304873892468
595325.4935861664,6234561.411270885,572.7986601785918
592375.0347745323,6234192.9216555385,776.3210761092074
595322.8467359476,6234582.720141305,572.9979045174271
592371.8986257691,6234217.569095241,778.5989032773897
591024.8044943389,6234052.249476362,634.6201946449492
592508.2891834775,6234234.662613264,756.8319812379102
594225.0801213549,6234468.271303174,451.8787449614802
592506.324102578,6234251.431789291,759.2694344833529
595319.0679045089,6234613.259563242,572.7840954206677
594222.3972041331,6234491.605622169,454.5247568895232
592504.1986674279,6234268.981563768,762.5299038321681
593023.7063654646,6234357.7616410395,696.4008129183129
592363.9495323951,6234281.204327977,790.1067178611985
591015.0939150791,6234126.7536135465,594.744217172046
594219.4507387809,6234515.475886006,446.75380393137374
592501.6059766393,6234291.413909152,765.839498806953
595312.364997549,6234666.438886552,559.5963743094949
593019.5473432603,6234392.301067545,697.0556702218378
592362.1409757155,6234296.0805725735,798.839432259807
591012.7646261296,6234145.857770701,592.5128812933237
594218.8430051961,6234520.470086682,446.7384626517432
593017.1959846412,6234411.9551126305,695.4186322673129
592358.6788514496,6234324.512459069,809.492205560045
591010.2600534784,6234167.0634451285,589.1870467996127
595306.5718947694,6234712.18328461,555.0842123256639
593016.301601966,6234418.9478273885,694.7006236349879
592357.3362651756,6234335.053205176,811.9045771314929
591008.3667504994,6234183.278502479,586.6200695264599
594213.4915618532,6234563.447918408,445.778090491043
595305.3022815877,6234721.95478815,552.99671101726
593012.6035801803,6234449.1443155445,694.7654030322822
592355.0760294892,6234353.492240148,816.6736511260757
591005.7325587524,6234205.27575018,576.5089828043226
594209.4503366136,6234595.09154451,444.65494932253296
592492.3804715076,6234371.047165704,786.8901381324641
593011.4759176444,6234458.258813367,695.019288921384
594207.196275978,6234612.73293784,441.2261415714075
595299.8071366955,6234765.140060029,557.8971621287092
594204.4223433045,6234634.6072256975,439.4949889319048
593004.8683418481,6234510.885131217,700.2317866678272
590999.07847357,6234258.569478641,536.9292474715307
594201.9343225912,6234654.375396798,437.0709650694967
593004.6470673957,6234512.999917088,700.3786087665046
595544.6411357376,6234824.394863851,413.68866438113866
594200.0498708246,6234669.922311148,436.8637372200045
592999.9218898506,6234550.424132677,699.1339649087989
590993.6122376537,6234302.543312585,525.1384349759123
594197.5477918811,6234690.474652484,434.91380674990353
592480.389168725,6234475.221918186,820.2910476580412
595291.3469144724,6234833.42636142,571.0667473614823
592999.7048407445,6234551.749921538,698.990357108305
594194.3693260655,6234716.557411231,429.9313866557268
592478.4011729184,6234492.77498822,834.0877591032595
595286.9200062377,6234870.520303921,571.6477338458155
594192.2455801327,6234734.217068725,428.2125914916355
592476.5119120772,6234508.314863958,835.1955704877071
595286.1587520458,6234876.8526148675,571.0246081393442
594189.8236601958,6234753.981864054,424.1805245520909
595283.4046161762,6234900.058088203,574.1532420412981
592991.9543345507,6234614.494381467,718.6282914780879
592331.965890289,6234547.94801094,861.3596802023978
592989.2433403413,6234636.484361558,720.3325491123189
592331.4361076549,6234552.155613734,861.823094868518
592986.0105108607,6234662.563492874,720.0058314588056
592329.0091899025,6234572.709757945,869.3258700285049
594182.1642291923,6234817.38767527,422.48893047352635
594179.8202238209,6234836.488191626,414.1275231388469
592982.3090662601,6234692.996783901,724.1950549287485
594178.0698850517,6234851.149370227,412.4941552636898
592979.5090643173,6234716.325565072,725.7010456654011
592320.2447977104,6234642.773941157,887.375975762712
594175.8817004147,6234868.804027694,412.2695317731616
592976.1191963579,6234743.9610027345,710.8979182038759
592318.8919643087,6234653.434117494,888.5421005371211
594173.7644784542,6234886.343731952,412.02661104446696
592974.4671023217,6234757.40246633,701.0364125725241
595515.582502557,6235062.123042869,461.70688048121065
594170.6465216223,6234912.33004567,406.77375790291575
592971.115797915,6234785.7176352525,701.0782993965976
595511.6541042612,6235093.54664802,465.8214237355337
594167.9209049926,6234934.756765258,405.12031509877147
594166.6336374126,6234945.41781244,403.2446560306053
592966.3619663086,6234824.580929035,676.5269280903335
594163.1286098958,6234974.964620167,399.79235161773573
594162.7616229162,6234977.733531093,398.79048682173436
594158.6507237732,6235012.161322694,395.6757293672883
595250.6147049798,6235166.884839883,662.5989412243094
594158.1233164888,6235016.3783819005,396.4459025569692
594153.5079139873,6235054.354172982,394.94589015801847
594151.1679037922,6235073.34833955,392.54965816070364
594148.7622094095,6235092.325134104,388.8532214766266
595241.3435553664,6235243.386287452,683.7154196919536
594146.9672469066,6235106.433121046,385.4487579539595
595238.305189312,6235268.703228714,683.6258102951414
592039.0914900425,6234896.795482067,729.8716941745034
595237.0277312079,6235278.471152819,682.5396205445909
592036.3341935859,6234918.6614167355,726.4638046269805
595235.4445714775,6235291.137627074,682.5186387752501
592034.9074541277,6234930.102725478,725.3996616723211
595231.982480371,6235318.56707824,682.8753941532669
592031.6629184129,6234956.976326991,721.464561913633
595228.6568264118,6235345.2022991255,681.1913597502158
590928.9905099542,6234807.3097099215,331.5286900733612
592031.3545331603,6234959.869198146,720.7896266547205
592029.0774124215,6234978.965262887,724.2912658659607
592933.0110970256,6235095.424656636,646.8171755808233
595473.5915017503,6235401.335146826,575.7255620385131
592025.0645760143,6235012.846804305,721.6753755850492
592930.6590470865,6235115.182006316,647.1700324327809
592022.7501994678,6235031.268609198,712.5421336042195
595217.4095095692,6235435.472399487,691.660789776997
592924.1035755565,6235171.492213241,669.71056718371
595212.0892898599,6235479.4555919,674.38726737163
592919.9695530396,6235204.693284952,666.2134233623591
595210.8066510449,6235489.993906093,676.0216644927282
592918.2467315755,6235218.128947423,662.6701840412541
595204.6395264015,6235541.079221608,669.0955691052554
592913.4409268817,6235256.988626384,658.7016250191539
592004.7688167008,6235175.078147934,706.01891665824
595203.4927510426,6235551.079729974,667.3031909029378
592910.6683729036,6235278.871087644,656.859100367988
592002.3785317657,6235194.0657024905,701.6665608695914
595200.144694171,6235578.729522225,655.7299896001975
595447.9348429781,6235606.191886628,652.1217165256509
591999.7440124043,6235215.494200264,695.6194935561981
595196.958189842,6235605.038237434,644.2256198997807
591997.9351693052,6235230.370227311,692.6160470086343
595194.5314148992,6235624.815017661,641.0415442985742
592240.9231488791,6235261.221670409,695.0632397095725
592384.8997680655,6235269.674733965,693.8548364787854
591994.7813563531,6235256.138648046,685.3212495495993
595192.0837375462,6235645.34726275,633.5642764430008
595440.6459179455,6235666.268245555,670.6326444658818
592238.5549887269,6235278.870348485,687.2284871379142
592381.1747769447,6235301.438022072,695.7869536104919
591992.5215275451,6235274.678963081,681.7269573695769
595189.7368882453,6235664.561721407,620.7395864615854
595439.2131298457,6235677.591191347,673.7972456817421
592235.4476587615,6235302.073816831,669.3815182158179
592378.9048336165,6235320.545007194,695.8426906962093
591990.2540658301,6235293.3325724425,676.6979355508739
595188.7609713202,6235672.213709858,619.3405871051076
595434.4204841196,6235714.55790617,670.4694410656252
592233.0853822561,6235319.722231677,659.1780278008481
592378.1438192244,6235326.874976764,698.1201917577405
591987.8565086055,6235312.548204149,671.3757467915501
595185.115898795,6235702.532582524,616.7918572912296
595432.0286097518,6235733.099551523,669.2177259303929
592230.4593137233,6235340.819862122,652.5589365030357
592376.2437661716,6235343.19750927,701.9300894284787
591985.3100459111,6235333.199371256,664.6112008394283
595182.6869359036,6235722.29746226,612.3293197729733
592890.8375595936,6235443.775216612,691.5508381838109
592229.5601859067,6235347.934179583,651.1835496934075
592372.1058213538,6235377.071502559,699.1750244660936
591984.1004211117,6235343.085070996,659.755942965148
595180.7884546173,6235737.72960775,606.8971721570822
592888.7930986008,6235460.763541113,687.2772458351346
590881.1943022297,6235206.4412079165,377.80954558868297
591980.1976766222,6235374.845896647,663.7322929376008
595178.4539203508,6235756.723055306,598.4659278173821
592367.3360167687,6235413.811702858,663.8288829361238
591978.0248249014,6235392.387399378,659.4962280841631
595175.1886574146,6235783.4762566695,584.1751856270967
592883.3013106107,6235505.180269646,668.2464730510341
592220.4630392318,6235421.771201314,627.126165147877
592364.138512538,6235438.464247949,646.8651353024168
595173.684305499,6235795.468140134,579.8089035324604
592882.8593601359,6235508.732543915,667.526128047794
592217.9143962706,6235442.209742842,624.4486949487411
592361.5891857152,6235458.8913092725,643.7503180673227
591972.7000444984,6235435.241878024,656.1840030419038
595170.7995418762,6235818.794657891,563.7006050066437
592878.8348458055,6235542.602873854,668.167263822362
592216.1846122964,6235456.31047354,620.8706931538184
590871.6638080053,6235289.967551074,428.1149767085377
591971.2906554246,6235445.795472611,650.9639954630449
595169.0631604716,6235832.897210184,558.7746993233028
592877.2590626037,6235555.265469248,661.8002871626347
592213.3644372728,6235478.183292385,613.9840264050146
590868.7761299474,6235315.292707058,438.8004099547213
592356.5987081272,6235497.752196923,635.4148255413567
591967.9127791843,6235473.107936767,651.3784635286346
595165.2192263163,6235863.876280418,547.7377139270134
592875.5993864399,6235568.691876781,657.3149763679904
595412.3352809347,6235887.428093315,631.2491376790475
592353.8298423518,6235519.638417394,626.9446033599451
591965.8352625164,6235489.3243803,644.4456866916094
595163.7053180187,6235875.863881706,545.9118195501707
592872.6469832708,6235593.360111879,664.4451353729665
595409.759575163,6235908.528693503,617.2100251700537
592208.0119641951,6235519.147455375,598.8746964613587
592351.3815359334,6235538.616345715,621.2401050987418
591963.073268794,6235511.195225295,630.0570677000685
595160.5355167446,6235901.394451993,538.5010936924373
592868.7378157186,6235624.997487387,663.9586725674461
595407.6432933123,6235925.516773145,606.4905629856771
592205.9222173726,6235535.46887525,596.2372388604335
590862.1836314723,6235371.824301459,466.93340828553033
592349.0765702644,6235556.263655646,610.0169192314531
591960.5321092457,6235531.075109511,619.9724957661316
595158.5719465291,6235916.943275853,531.7400155320338
592867.919298457,6235631.331726056,662.3963907871688
592202.8175809834,6235558.78269155,585.5458975471872
593420.4224481144,6235693.930800788,481.7384289891486
592348.0992301484,6235563.928658705,607.6954957123963
591957.9184882324,6235551.619309037,607.0619583289767
595156.9153456182,6235930.389194716,527.6270832487253
592865.3710591618,6235651.757522416,660.1968639217566
592199.9180162512,6235581.324450731,583.6714698611639
590857.3496621555,6235412.252822228,486.2364672839629
593417.2267423351,6235721.034253229,486.1202741822147
592343.910054931,6235597.023981496,592.8221886856727
591955.606729758,6235569.926204101,603.1429695503082
595152.9199502397,6235962.2373030465,515.839613752022
592862.7367598977,6235672.862300365,656.1354766461799
595399.736811018,6235988.020854482,573.0699689299586
590854.9648249598,6235431.458657512,485.42002074422356
593415.034642567,6235738.910076387,478.9076136087595
592342.5542484034,6235608.349424892,590.2744926335554
591954.9236039142,6235575.595318046,599.0326452268637
595150.4333426219,6235982.124364122,512.8710968428019
592858.9316466692,6235702.608464701,642.1587369282797
592196.1749546278,6235610.983644033,579.0138128166066
594056.3364059365,6235849.316174273,363.4558764605423
593411.3469773384,6235768.786897602,471.9652436761247
592339.1864737757,6235634.99935506,573.346028638117
591949.950098647,6235613.78778662,561.4651445009991
595147.7857100235,6236003.434493823,507.4223371713508
592858.1832921436,6235708.275040664,637.7124872669743
595394.4912555517,6236028.54046033,549.3980478694785
592193.2607579681,6235634.177302194,575.2126122223215
594055.8875162953,6235852.854566803,363.694992415293
593410.2159730146,6235778.110445978,470.02498431226445
592336.7621816486,6235655.430402784,567.9342612932421
591948.001723904,6235629.338055629,556.3629246984982
595145.5327304278,6236021.201210928,500.6307819556906
592854.597943959,6235736.596678422,621.7446305004225
595392.1728196472,6236046.315601406,535.1680263407677
592190.8638404483,6235653.275179667,574.7567824641794
590846.5143781893,6235496.299207059,458.2593733439991
594052.7034074845,6235878.951598709,363.41058397893863
593408.5542402233,6235791.542636191,472.475386300808
592334.1241757926,6235677.199897083,567.529976438625
591947.3437136805,6235634.221489421,554.4375876083798
595144.318957745,6236031.082982313,498.11204258901193
595390.3707539367,6236060.518204737,528.022337111316
590843.8240627663,6235517.618060247,450.0862115500468
593403.6764105299,6235830.40168638,472.4788679790715
592332.1452790819,6235693.968798133,566.5197599992028
591942.6684970226,6235672.763082862,556.5799676749417
595140.768630232,6236059.397645281,493.46650168813363
592848.7924636267,6235784.008832747,617.4868477120231
595386.4709518083,6236090.825299255,518.3847632623106
592185.2279580666,6235698.916366054,568.509971896165
590841.4954191356,6235536.715962284,445.3143534178692
594048.5503691884,6235912.707688878,363.6354442348624
593401.7939215632,6235845.839509925,471.1690520293216
592330.795181935,6235705.289989115,566.5126814307856
591941.6132956804,6235681.192958373,555.2378814174921
595138.2072970703,6236079.941519232,490.7679942585709
592848.6378946519,6235785.336923679,617.9081119538324
592182.7445710312,6235719.238247915,567.1872322192625
590840.8240482308,6235542.384462959,447.28995998595553
594045.9806100866,6235933.913340619,367.72231144796837
593400.6542952389,6235855.063713498,470.7863566238173
592327.7701138472,6235730.500421907,566.9668548494396
591938.6834438855,6235705.071727633,554.971767122742
595136.9208393774,6236090.486010663,487.4327903164018
592844.7241868037,6235817.325809763,613.3516535623705
595383.4663293655,6236114.025880503,514.1333544908845
592180.5464258526,6235737.555718783,565.692587399136
590837.7069886415,6235569.2617499605,448.2529936459799
594043.9200545226,6235951.475878421,369.8731437412523
593396.60814959,6235887.254177938,467.57302228989823
592325.1365148801,6235751.713825784,565.7679190542642
591936.3838313752,6235722.718263994,541.8500189620426
595134.5954994748,6236108.913980954,476.001891408884
592842.0925727682,6235838.638005962,607.1561899738002
592177.7010391422,6235760.664826244,563.9817812930643
590836.1116375122,6235583.3641450135,448.0921268371811
594039.2977628756,6235989.44496036,366.91628558377937
592322.3530647104,6235774.257055534,563.1974062130821
591932.6358663153,6235753.040336518,537.0270191827965
595131.713501124,6236132.238567165,467.7735254870716
592175.5216817744,6235778.205770441,562.1645304755189
590832.5390466275,6235614.246804343,446.2885855554967
594038.3902603692,6235997.114195306,366.61393342708925
592319.5793159363,6235796.796344195,561.4234606054938
591930.3099888838,6235771.473675816,531.6291621661748
592174.8390594644,6235783.874868469,561.950853165742
590831.614969028,6235622.686899605,445.6512557813848
594036.7299761485,6236010.540750011,367.9862243608494
592317.186652357,6235815.779750718,559.2047073592147
591927.7624890115,6235792.119919639,524.4370984622727
592172.1239857692,6235806.304940242,562.9686416514645
590829.3241087103,6235643.015146276,450.1600817169113
594033.9279366515,6236033.644931567,372.9662865646116
592316.2671796724,6235823.5606012,561.1965397495344
591925.3630909311,6235811.337839316,523.1681396991721
595123.0823877994,6236202.522614013,462.9885065990782
592170.2562845158,6235821.179429898,563.0697357865458
590826.5045681623,6235667.567544097,452.5728087267423
594032.0983577935,6236049.07206667,377.6776472866351
592312.7489749552,6235851.768847976,562.022370266161
591923.3382639025,6235827.773564901,519.9391918078661
595120.734533297,6236221.513993459,458.7694065073796
595366.5943485397,6236250.825552733,461.3774017201765
592165.84094852,6235856.383408009,555.5170744340439
594028.1039377119,6236081.493493802,380.0960182314505
591920.7302519275,6235848.41992205,512.5299707685225
595364.6991288632,6236266.252665674,455.73397994477847
592163.4425885195,6235875.47918904,553.1993706085843
594026.9744640265,6236090.599564443,380.46614510314396
592308.9005358831,6235883.524327291,575.9267103873482
591918.6978359243,6235864.738661448,511.30330450444706
596025.6403638253,6236368.930982543,598.2026730892328
595361.7937786315,6236290.798340639,451.93327717527495
594022.2462995576,6236127.919650457,378.45918791373816
592306.1828450311,6235906.061856276,585.4472028919869
591917.5591819069,6235874.737141733,514.7809272143884
595113.7945016614,6236280.041660192,444.37891751252494
595359.3597094339,6236311.243116233,449.7125385429126
592158.9512595399,6235911.010095895,556.3107747902714
594021.4132641937,6236134.913178659,378.3809838918887
592304.4474473088,6235920.162823063,588.1355415221476
591914.014048691,6235903.721021159,517.4818613840356
590813.5833820059,6235774.059308271,489.3058609915698
593373.4408172363,6236076.578060878,403.784626698546
592300.1735243899,6235954.700276048,584.9990850289258
591910.9451775814,6235928.48538894,510.6583641505766
592817.7273485113,6236035.62094091,545.1939305113588
595356.0123110256,6236338.886910052,451.3758106348537
592154.5451823804,6235945.7645179415,562.3354151387051
590812.9155462926,6235779.050789918,490.0383335288632
594016.5148030911,6236174.328355227,378.3393997817009
592299.0389391503,6235963.806287013,586.2229000152904
591910.5583255441,6235931.922436677,511.0143053111786
590810.315737285,6235799.483166607,490.4208605068862
594014.0337954625,6236194.093964826,379.27757652032204
592295.1984542231,6235995.456819157,597.1312785337396
591907.2374775346,6235959.354584515,512.3743031604499
592148.1025539832,6235997.508896998,575.2714799374168
590807.1043468262,6235824.907503643,494.5428615115645
594012.0453212815,6236210.974122858,384.6998513527368
592292.5741957455,6236016.551600324,596.2651181747947
591904.8192836924,6235979.687135255,519.295975636305
590805.5214697168,6235838.348788517,500.9694732561319
594009.3985464755,6236232.844315433,386.8153077980285
592291.9686331465,6236021.542368602,596.5900736608695
